title,list_price,bedrooms,bathrooms,sqft,full_link,full_address,postal_code,lat,long,type,Sold on,style,age,tax,sqft_min,sqft_max,sqft_avg
418 - 8 Fieldway Road,518000,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/8-fieldway-road/418,"8 Fieldway road, Toronto M",8Z 0C3,43.6428,-79.5275,Condo,2021-10-28,Apt,No Data,"$1,625 /yr",500,599,549.5
503 - 410 Mclevin Avenue,448000,2.0,2.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/410-mclevin-avenue/503,"410 Mclevin avenue, Toronto ",M1B5J5,43.8101,-79.2211,Condo,2021-10-28,Apt,No Data,"$1,186 /yr",1200,1399,1299.5
2208 - 18 Yonge Street,649900,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/18-yonge-street/2208,"18 Yonge street, Toronto ",M5E1Z8,43.6444,-79.3766,Condo,2021-10-28,Apt,No Data,"$2,377 /yr",600,699,649.5
309 - 200 Sackville Street,599999,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/200-sackville-street/309,"200 Sackville street, Toronto M",5A 0B9,43.6591,-79.3629,Condo,2021-10-28,Apt,No Data,"$2,169 /yr",600,699,649.5
11E - 8 Rosebank Drive,499900,2.0,1.0,800-899 ,https://www.zolo.ca/toronto-real-estate/8-rosebank-drive/11e,"8 Rosebank Drive, Toronto ",M1B5Z3,43.7924,-79.2366,Condo,2021-10-28,Apt,No Data,"$1,571 /yr",800,899,849.5
1702 - 1 Bedford Road,2999000,1.0,3.0,1400-1599 ,https://www.zolo.ca/toronto-real-estate/1-bedford-road/1702,"1 Bedford road, Toronto ",M5R2J7,43.6683,-79.3971,Condo,2021-10-28,Apt,No Data,"$8,375 /yr",1400,1599,1499.5
18 Cheryl Shepway,819000,3.0,2.0,1400-1599 ,https://www.zolo.ca/toronto-real-estate/18-cheryl-shepway,"18 Cheryl Shepway , Toronto ",M2J4R6,43.7724,-79.3627,Townhouse,2021-10-28,house,No Data,"$3,330 /yr",1400,1599,1499.5
109 - 50 Old Kingston Road,239000,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/50-old-kingston-road/109,"50 Old Kingston road, Toronto ",M1E4Y1,43.7758,-79.1822,Co-Op Apt,2021-10-28,Apt,No Data,No Data,500,599,549.5
205 - 180 Markham Road,379900,3.0,2.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/180-markham-road/205,"180 Markham road, Toronto ",M1M2Z9,43.7417,-79.2193,Condo,2021-10-28,Apt,No Data,$982 /yr,1200,1399,1299.5
#404 - 2 Covington Road,825000,2.0,2.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/2-covington-road/404,"2 Covington road, Toronto ",M6A3E2,43.7212,-79.4309,Condo,2021-10-28,Apt,No Data,"$2,994 /yr",1200,1399,1299.5
1809 - 38 Joe Shuster Way,469900,1.0,1.0,0-499 ,https://www.zolo.ca/toronto-real-estate/38-joe-shuster-way/1809,"38 Joe Shuster way, Toronto M",6K 0A5,43.6405,-79.4248,Condo,2021-10-28,Apt,No Data,"$1,295 /yr",0,499,249.5
904 - 210 Victoria Street,443000,0.0,1.0,0-499 ,https://www.zolo.ca/toronto-real-estate/210-victoria-street/904,"210 Victoria street, Toronto ",M5B2R3,43.6546,-79.3791,Condo,2021-10-28,Apt,No Data,"$1,314 /yr",0,499,249.5
70 - 28 Fieldway Road North,589000,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/28-fieldway-road-north/70,"28 Fieldway road, Toronto M",8Z 0E3,43.6422,-79.5282,Townhouse,2021-10-28,house,No Data,"$2,150 /yr",600,699,649.5
61 - 200 Mclevin Avenue,598000,2.0,1.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/200-mclevin-avenue/61,"200 Mclevin avenue, Toronto ",M4B6C7,43.8046,-79.2277,Townhouse,2021-10-28,house,No Data,$755 /yr,1000,1199,1099.5
28 Pine Avenue,1400000,3.0,3.0,2000-2500 ,https://www.zolo.ca/toronto-real-estate/28-pine-avenue,"28 Pine avenue, Toronto ",M4E1L8,43.6767,-79.2881,Duplex,2021-10-28,house,No Data,"$7,076 /yr",2000,2500,2250.0
2603 - 88 Corporate Drive,625000,2.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/88-corporate-drive/2603,"88 Corporate Drive, Toronto ",M1H3G6,43.7813,-79.2499,Condo,2021-10-28,Apt,No Data,"$1,851 /yr",1000,1199,1099.5
97 Strathmore Boulevard,999900,2.0,2.0,1100-1500 ,https://www.zolo.ca/toronto-real-estate/97-strathmore-boulevard,"97 Strathmore boulevard, Toronto ",M4J1P3,43.6814,-79.336,Semi-Detached,2021-10-28,house,No Data,"$4,308 /yr",1100,1500,1300.0
69 Markham Street,2099999,4.0,4.0,3000-3500 ,https://www.zolo.ca/toronto-real-estate/69-markham-street,"69 Markham street, Toronto ",M6J2G4,43.6497,-79.4061,Detached,2021-10-28,Other,No Data,"$7,839 /yr",3000,3500,3250.0
2104 - 120 Homewood Avenue,888800,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/120-homewood-avenue/2104,"120 Homewood avenue, Toronto M",4Y 1J4,43.6668,-79.3762,Condo,2021-10-28,Apt,No Data,"$3,006 /yr",800,899,849.5
1216 - 19 Singer Court,499000,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/19-singer-court/1216,"19 Singer court, Toronto ",M2K0B2,43.769,-79.3698,Condo,2021-10-28,Apt,No Data,"$1,558 /yr",500,599,549.5
76 - 91 Muir Drive,459900,3.0,2.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/91-muir-drive/76,"91 Muir Drive, Toronto ",M1M3T7,43.7433,-79.2113,Townhouse,2021-10-28,house,No Data,"$1,155 /yr",1200,1399,1299.5
214 - 205 Sherway Gardens Road,628800,1.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/205-sherway-gardens-road/214,"205 Sherway Gardens road, Toronto ",M9C0A5,43.6097,-79.5574,Condo,2021-10-28,Apt,No Data,"$2,322 /yr",800,899,849.5
1003 - 1055 Bay Street,488800,0.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/1055-bay-street/1003,"1055 Bay street, Toronto ",M5S3A3,43.6667,-79.3876,Condo,2021-10-28,Apt,No Data,"$1,937 /yr",500,599,549.5
1403 - 420 Mill Road,599998,2.0,1.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/420-mill-road/1403,"420 Mill road, Toronto ",M9C1Z1,43.6441,-79.5889,Condo,2021-10-28,Apt,No Data,"$1,545 /yr",1000,1199,1099.5
422 - 10 Delisle Avenue,675000,1.0,1.0,700-799 ,https://www.zolo.ca/toronto-real-estate/10-delisle-avenue/422,"10 Delisle avenue, Toronto ",M4V3C6,43.6895,-79.3955,Condo,2021-10-28,Apt,No Data,"$2,811 /yr",700,799,749.5
502 - 403 Church Street,1022990,3.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/403-church-street/502,"403 Church street, Toronto ",M4Y2C2,43.6623,-79.3791,Condo,2021-10-28,Apt,No Data,No Data,1000,1199,1099.5
36 Fairglen Avenue,1680000,4.0,2.0,2000-2500 ,https://www.zolo.ca/toronto-real-estate/36-fairglen-avenue,"36 Fairglen avenue, Toronto M",1T 1G7,43.7783,-79.3219,Detached,2021-10-27,house,No Data,"$5,047 /yr",2000,2500,2250.0
721 - 36 Forest Manor Road,565000,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/36-forest-manor-road/721,"36 Forest Manor road, Toronto ",M2J1M5,43.7719,-79.3448,Condo,2021-10-28,Apt,No Data,No Data,500,599,549.5
1022 - 5233 Dundas Street West,599000,1.0,1.0,700-799 ,https://www.zolo.ca/toronto-real-estate/5233-dundas-street-west/1022,"5233 Dundas street, Toronto ",M9B6M1,43.6388,-79.5369,Condo,2021-10-28,Apt,No Data,"$1,729 /yr",700,799,749.5
201 - 12 Sudbury Street,949000,2.0,2.0,1400-1599 ,https://www.zolo.ca/toronto-real-estate/12-sudbury-street/201,"12 Sudbury street, Toronto ",M6J3W7,43.6415,-79.4183,Townhouse,2021-10-28,house,No Data,"$4,000 /yr",1400,1599,1499.5
705 - 8 Colborne Street,375000,1.0,1.0,0-499 ,https://www.zolo.ca/toronto-real-estate/8-colborne-street/705,"8 Colborne street, Toronto ",M5E1E1,43.6488,-79.3771,Condo,2021-10-28,Apt,No Data,"$1,523 /yr",0,499,249.5
Th124 - 5 Marine Parade Drive,2288000,3.0,4.0,2500-2749 ,https://www.zolo.ca/toronto-real-estate/5-marine-parade-drive/th124,"5 Marine Parade Drive, Toronto ",M8V4B4,43.6299,-79.4756,Townhouse,2021-10-28,house,No Data,"$5,915 /yr",2500,2749,2624.5
2906 - 397 Front Street West,549900,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/397-front-street-west/2906,"397 Front street, Toronto ",M5V3S1,43.6427,-79.3935,Condo,2021-10-27,Apt,No Data,"$2,163 /yr",600,699,649.5
512 - 503 Beecroft Road,669900,2.0,1.0,700-799 ,https://www.zolo.ca/toronto-real-estate/503-beecroft-road/512,"503 Beecroft road, Toronto ",M2N0A2,43.7785,-79.4178,Condo,2021-10-28,Apt,No Data,"$2,310 /yr",700,799,749.5
1611 - 33 Shore Breeze Drive,699000,2.0,2.0,700-799 ,https://www.zolo.ca/toronto-real-estate/33-shore-breeze-drive/1611,"33 Shore Breeze Drive, Toronto M",8V 0G1,43.624,-79.4792,Condo,2021-10-27,Apt,No Data,"$2,603 /yr",700,799,749.5
506 - 90 Fisherville Road,649800,2.0,2.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/90-fisherville-road/506,"90 Fisherville road, Toronto ",M2R3J9,43.7897,-79.452,Condo,2021-10-28,Apt,No Data,"$1,850 /yr",1200,1399,1299.5
3 - 2335 Sheppard Avenue West,500000,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/2335-sheppard-avenue-west/3,"2335 Sheppard avenue, Toronto ",M9M1M2,43.7341,-79.5353,Townhouse,2021-10-28,house,No Data,"$1,577 /yr",500,599,549.5
524 - 6 Humberline Drive,549990,2.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/6-humberline-drive/524,"6 Humberline Drive, Toronto M",9W 6X8,43.7308,-79.6109,Condo,2021-10-27,Apt,No Data,"$1,405 /yr",1000,1199,1099.5
1517 - 5 Everson Drive,599900,2.0,1.0,800-899 ,https://www.zolo.ca/toronto-real-estate/5-everson-drive/1517,"5 Everson Drive, Toronto ",M2N7C3,43.7574,-79.4067,Townhouse,2021-10-27,house,No Data,"$2,561 /yr",800,899,849.5
1103 - 801 King Street,590000,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/801-king-street/1103,"801 King street, Toronto ",M5V3C9,43.6429,-79.4072,Condo,2021-10-27,Apt,No Data,"$1,967 /yr",600,699,649.5
204 - 52 Forest Manor Road,489800,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/52-forest-manor-road/204,"52 Forest Manor road, Toronto ",M2J1M6,43.7733,-79.3458,Condo,2021-10-27,Apt,No Data,"$2,014 /yr",500,599,549.5
1408 - 16 Harrison Garden Boulevard,649000,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/16-harrison-garden-boulevard/1408,"16 Harrison Garden boulevard, Toronto ",M2N7J6,43.7575,-79.4092,Condo,2021-10-27,Apt,No Data,"$2,371 /yr",800,899,849.5
40 Kenmanor Boulevard,1288000,4.0,4.0,2000-2500 ,https://www.zolo.ca/toronto-real-estate/40-kenmanor-boulevard,"40 Kenmanor boulevard, Toronto ",M1W1R7,43.7879,-79.3145,Detached,2021-10-27,house,No Data,"$4,843 /yr",2000,2500,2250.0
3502 - 25 Town Centre Court,599000,2.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/25-town-centre-court/3502,"25 Town Centre court, Toronto ",M1P0B4,43.7733,-79.2545,Condo,2021-10-27,Apt,No Data,"$2,236 /yr",1000,1199,1099.5
12 Kilsyth Drive,869000,3.0,4.0,1500-2000 ,https://www.zolo.ca/toronto-real-estate/12-kilsyth-drive,"12 Kilsyth Drive, Toronto ",M1C5A9,43.7906,-79.1422,Detached,2021-10-27,house,No Data,"$3,843 /yr",1500,2000,1750.0
72 - 1 Elsie Lane,1099900,3.0,3.0,1500-2000 ,https://www.zolo.ca/toronto-real-estate/1-elsie-lane/72,"1 Elsie Lane, Toronto M",6P 3M7,43.6595,-79.4512,Att/Row/Twnhouse,2021-10-27,house,No Data,"$4,904 /yr",1500,2000,1750.0
910E - 500 Queens Quay West,1250000,2.0,2.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/500-queens-quay-west/910e,"500 Queens quay, Toronto ",M5V3K8,43.6377,-79.3951,Condo,2021-10-27,Apt,No Data,"$3,801 /yr",1200,1399,1299.5
6 Powderhorn Mill Way,799000,3.0,3.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/6-powderhorn-mill-way,"6 Powderhorn Mill way, Toronto ",M2L1R8,43.7508,-79.3824,Townhouse,2021-10-27,house,No Data,"$4,167 /yr",1200,1399,1299.5
110 - 369 Sorauren Avenue,1088000,2.0,2.0,1400-1599 ,https://www.zolo.ca/toronto-real-estate/369-sorauren-avenue/110,"369 Sorauren avenue, Toronto ",M6R3C2,43.65,-79.4445,Condo,2021-10-27,house,No Data,"$5,536 /yr",1400,1599,1499.5
501 - 2118 Bloor Street West,898000,2.0,2.0,900-999 ,https://www.zolo.ca/toronto-real-estate/2118-bloor-street-west/501,"2118 Bloor street, Toronto M",6S 1M8,43.6522,-79.4721,Condo,2021-10-27,Apt,No Data,"$4,063 /yr",900,999,949.5
1407 - 390 Cherry Street,799900,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/390-cherry-street/1407,"390 Cherry street, Toronto ",M5A3L7,43.6506,-79.3574,Condo,2021-10-27,Apt,No Data,"$3,397 /yr",800,899,849.5
504 - 899 Queen Street East,624000,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/899-queen-street-east/504,"899 Queen street, Toronto ",M4M1J4,43.6602,-79.3419,Condo,2021-10-27,Apt,No Data,"$2,261 /yr",600,699,649.5
2012 - 80 Western Battery Road,589000,1.0,1.0,0-499 ,https://www.zolo.ca/toronto-real-estate/80-western-battery-road/2012,"80 Western Battery road, Toronto ",M6K3S1,43.6396,-79.4146,Condo,2021-10-27,Apt,No Data,"$1,685 /yr",0,499,249.5
214 - 1171 Queen Street West,600000,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/1171-queen-street-west/214,"1171 Queen street, Toronto ",M6J1J4,43.6426,-79.4259,Condo,2021-10-27,Apt,No Data,"$2,022 /yr",500,599,549.5
100 - 957 Broadview Avenue,599000,2.0,1.0,900-999 ,https://www.zolo.ca/toronto-real-estate/957-broadview-avenue/100,"957 Broadview avenue, Toronto ",M4K2R5,43.6826,-79.357,Condo,2021-10-27,Apt,No Data,"$2,053 /yr",900,999,949.5
23 - 130 Long Branch Avenue,499000,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/130-long-branch-avenue/23,"130 Long Branch avenue, Toronto ",M8W0A9,43.5959,-79.535,Townhouse,2021-10-27,house,No Data,"$1,890 /yr",600,699,649.5
185 Braymore Boulevard,899900,3.0,2.0,1500-2000 ,https://www.zolo.ca/toronto-real-estate/185-braymore-boulevard,"185 Braymore boulevard, Toronto ",M1B2E1,43.8067,-79.1741,Link,2021-10-27,detached,No Data,"$3,061 /yr",1500,2000,1750.0
511 - 5 Massey Square,470000,2.0,1.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/5-massey-square/511,"5 Massey square, Toronto M",4C 5L6,43.6962,-79.293,Condo,2021-10-27,Apt,No Data,$971 /yr,1000,1199,1099.5
194 Withrow Avenue,1199000,3.0,2.0,1500-2000 ,https://www.zolo.ca/toronto-real-estate/194-withrow-avenue,"194 Withrow avenue, Toronto ",M4K1E1,43.6715,-79.3459,Duplex,2021-10-27,house,No Data,"$5,756 /yr",1500,2000,1750.0
3605 - 18 Spring Garden Avenue,789000,2.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/18-spring-garden-avenue/3605,"18 Spring Garden avenue, Toronto ",M2N7M2,43.7649,-79.4106,Condo,2021-10-27,Apt,No Data,"$3,183 /yr",1000,1199,1099.5
228 - 18 Mondeo Drive,649000,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/18-mondeo-drive/228,"18 Mondeo Drive, Toronto ",M1P5C8,43.7642,-79.2899,Condo,2021-10-27,Apt,No Data,"$1,800 /yr",800,899,849.5
50 - 713 Burnhamthorpe Road,760000,4.0,2.0,1400-1599 ,https://www.zolo.ca/toronto-real-estate/713-burnhamthorpe-road/50,"713 Burnhamthorpe road, Toronto ",M9C2Z6,43.6414,-79.581,Townhouse,2021-10-27,house,No Data,"$2,780 /yr",1400,1599,1499.5
20 Brimorton Drive,1048800,3.0,2.0,1100-1500 ,https://www.zolo.ca/toronto-real-estate/20-brimorton-drive,"20 Brimorton Drive, Toronto ",M1P3Y7,43.7657,-79.2584,Detached,2021-10-27,detached,No Data,"$3,604 /yr",1100,1500,1300.0
1807 - 200 Bloor Street,838000,1.0,2.0,700-799 ,https://www.zolo.ca/toronto-real-estate/200-bloor-street/1807,"200 Bloor street, Toronto ",M5S1T8,43.6686,-79.3953,Condo,2021-10-27,Apt,No Data,"$3,862 /yr",700,799,749.5
4809 - 101 Charles Street East,499900,0.0,1.0,0-499 ,https://www.zolo.ca/toronto-real-estate/101-charles-street-east/4809,"101 Charles street, Toronto ",M4Y1V2,43.6698,-79.3809,Condo,2021-10-27,Apt,No Data,"$1,900 /yr",0,499,249.5
2003 - 65 Skymark Drive,1199000,2.0,3.0,2000-2249 ,https://www.zolo.ca/toronto-real-estate/65-skymark-drive/2003,"65 Skymark Drive, Toronto ",M5N2Z8,43.7955,-79.3527,Condo,2021-10-27,Apt,No Data,"$3,416 /yr",2000,2249,2124.5
909 - 77 Lombard Street,749900,1.0,2.0,900-999 ,https://www.zolo.ca/toronto-real-estate/77-lombard-street/909,"77 Lombard street, Toronto ",M5C3E1,43.6519,-79.374,Condo,2021-10-27,detached,No Data,"$2,988 /yr",900,999,949.5
604 - 676 Sheppard Avenue East,599000,1.0,2.0,700-799 ,https://www.zolo.ca/toronto-real-estate/676-sheppard-avenue-east/604,"676 Sheppard avenue, Toronto ",M2K1B7,43.7687,-79.3802,Condo,2021-10-27,Apt,No Data,"$2,395 /yr",700,799,749.5
208 - 10 Torresdale Avenue,789900,2.0,3.0,1800-1999 ,https://www.zolo.ca/toronto-real-estate/10-torresdale-avenue/208,"10 Torresdale avenue, Toronto ",M2R3V8,43.7727,-79.4522,Condo,2021-10-27,Apt,No Data,"$3,189 /yr",1800,1999,1899.5
8 - 647d Warden Avenue,699900,3.0,1.0,1400-1599 ,https://www.zolo.ca/toronto-real-estate/647d-warden-avenue/8,"647D Warden avenue, Toronto ",M1L0E7,43.7006,-79.276,Townhouse,2021-10-27,house,No Data,"$2,731 /yr",1400,1599,1499.5
247 Mill Road,1545000,4.0,3.0,1500-2000 ,https://www.zolo.ca/toronto-real-estate/247-mill-road,"247 Mill road, Toronto ",M9C1Y3,43.6355,-79.5785,Detached,2021-10-27,house,No Data,"$5,376 /yr",1500,2000,1750.0
332 Pacific Avenue,1699000,4.0,2.0,2000-2500 ,https://www.zolo.ca/toronto-real-estate/332-pacific-avenue,"332 Pacific avenue, Toronto ",M6P2P9,43.6629,-79.4678,Semi-Detached,2021-10-27,house,No Data,"$6,336 /yr",2000,2500,2250.0
1515 - 38 Dan Leckie Way,699000,1.0,1.0,700-799 ,https://www.zolo.ca/toronto-real-estate/38-dan-leckie-way/1515,"38 Dan Leckie way, Toronto ",M5V2V6,43.6375,-79.3979,Condo,2021-10-27,Apt,No Data,"$2,108 /yr",700,799,749.5
1506 - 880 Grandview Way,980000,3.0,2.0,1400-1599 ,https://www.zolo.ca/toronto-real-estate/880-grandview-way/1506,"880 Grandview way, Toronto ",M2N6V5,43.7753,-79.4123,Condo,2021-10-27,Apt,No Data,"$3,990 /yr",1400,1599,1499.5
405 - 80 Esther Lorrie Drive,499990,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/80-esther-lorrie-drive/405,"80 Esther Lorrie Drive, Toronto M",9W 0C6,43.732,-79.5774,Condo,2021-10-27,Apt,No Data,"$2,285 /yr",800,899,849.5
804 - 835 St Clair Avenue West,1080000,2.0,3.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/835-st-clair-avenue-west/804,"835 St Clair avenue, Toronto ",M6C0A8,43.6805,-79.4316,Condo,2021-10-27,Apt,No Data,"$4,558 /yr",1000,1199,1099.5
1224 - 21 Pirandello Street,899900,2.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/21-pirandello-street/1224,"21 Pirandello street, Toronto ",M6K3P4,43.6388,-79.4138,Townhouse,2021-10-27,house,No Data,"$3,507 /yr",1000,1199,1099.5
303 Bogert Avenue,1399000,4.0,2.0,1500-2000 ,https://www.zolo.ca/toronto-real-estate/303-bogert-avenue,"303 Bogert avenue, Toronto ",M2N1L4,43.7574,-79.425,Detached,2021-10-27,house,No Data,"$6,843 /yr",1500,2000,1750.0
29 Hollybrook Crescent,1490000,6.0,3.0,2500-3000 ,https://www.zolo.ca/toronto-real-estate/29-hollybrook-crescent,"29 Hollybrook Crescent, Toronto ",M2J2H5,43.7805,-79.3616,Detached,2021-10-27,detached,No Data,"$5,591 /yr",2500,3000,2750.0
1406 - 25 The Esplanade,599900,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/25-the-esplanade/1406,"25 The Esplanade , Toronto ",M5E1W5,43.6462,-79.375,Condo,2021-10-27,Apt,No Data,"$1,967 /yr",600,699,649.5
301 - 155 St Clair Avenue West,1395000,2.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/155-st-clair-avenue-west/301,"155 St Clair avenue, Toronto ",M4V0A1,43.6863,-79.4016,Condo,2021-10-27,Apt,No Data,"$5,456 /yr",1000,1199,1099.5
712 - 11 Superior Avenue,689000,2.0,2.0,700-799 ,https://www.zolo.ca/toronto-real-estate/11-superior-avenue/712,"11 Superior avenue, Toronto ",M8V0A7,43.6152,-79.4889,Condo,2021-10-27,Apt,No Data,"$2,102 /yr",700,799,749.5
102 - 132 Aerodrome Crescent,759000,1.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/132-aerodrome-crescent/102,"132 Aerodrome Crescent, Toronto ",M4G4J2,43.7138,-79.3553,Townhouse,2021-10-27,house,No Data,"$2,939 /yr",1000,1199,1099.5
3C - 256 Jarvis Street,839900,2.0,2.0,1600-1799 ,https://www.zolo.ca/toronto-real-estate/256-jarvis-street/3c,"256 Jarvis street, Toronto M",5B 2J4,43.6594,-79.3759,Condo,2021-10-27,Apt,No Data,"$2,890 /yr",1600,1799,1699.5
1111 - 3091 Dufferin Street,499000,1.0,1.0,0-499 ,https://www.zolo.ca/toronto-real-estate/3091-dufferin-street/1111,"3091 Dufferin street, Toronto M",6A 0C4,43.7153,-79.4546,Condo,2021-10-27,Apt,No Data,"$1,754 /yr",0,499,249.5
4511 - 65 Bremner Boulevard,634000,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/65-bremner-boulevard/4511,"65 Bremner boulevard, Toronto ",M5J0A6,43.6429,-79.3806,Condo,2021-10-27,Apt,No Data,"$2,201 /yr",500,599,549.5
46 Elmer Avenue,1899900,4.0,4.0,2000-2500 ,https://www.zolo.ca/toronto-real-estate/46-elmer-avenue,"46 Elmer avenue, Toronto ",M4L3R7,43.6711,-79.3045,Fourplex,2021-10-27,house,No Data,"$6,015 /yr",2000,2500,2250.0
2409 - 42 Charles Street East,789800,2.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/42-charles-street-east/2409,"42 Charles street, Toronto ",M4Y1T4,43.6693,-79.3842,Condo,2021-10-27,Apt,No Data,"$3,159 /yr",600,699,649.5
496 Beresford Avenue,1435000,3.0,2.0,1100-1500 ,https://www.zolo.ca/toronto-real-estate/496-beresford-avenue,"496 Beresford avenue, Toronto ",M6S3B7,43.6587,-79.4817,Semi-Detached,2021-10-27,house,No Data,"$4,900 /yr",1100,1500,1300.0
2308 - 20 Tubman Avenue East,499900,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/20-tubman-avenue-east/2308,"20 Tubman avenue, Toronto ",M5A0M5,43.6607,-79.3596,Comm Element Condo,2021-10-27,Apt,No Data,"$1,644 /yr",500,599,549.5
Ph101 - 5168 Yonge Street,1998000,2.0,3.0,1800-1999 ,https://www.zolo.ca/toronto-real-estate/5168-yonge-street/ph101,"5168 Yonge street, Toronto ",M2N5P6,43.7697,-79.4138,Condo,2021-10-27,Apt,No Data,"$9,856 /yr",1800,1999,1899.5
910 - 155 Legion Road North,629900,1.0,2.0,700-799 ,https://www.zolo.ca/toronto-real-estate/155-legion-road-north/910,"155 Legion road, Toronto ",M8Y0A7,43.624,-79.4882,Condo,2021-10-27,house,No Data,"$1,980 /yr",700,799,749.5
303 - 185 Legion Road North,489900,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/185-legion-road-north/303,"185 Legion road, Toronto ",M8Y0A1,43.6246,-79.4881,Condo,2021-10-27,Apt,No Data,"$1,711 /yr",600,699,649.5
89 Kitchener Road,1550000,4.0,5.0,3500-5000 ,https://www.zolo.ca/toronto-real-estate/89-kitchener-road,"89 Kitchener road, Toronto M",1E 2X8,43.7609,-79.1869,Detached,2021-10-27,house,No Data,"$6,507 /yr",3500,5000,4250.0
4 Stanbridge Court,975000,4.0,2.0,1100-1500 ,https://www.zolo.ca/toronto-real-estate/4-stanbridge-court,"4 Stanbridge court, Toronto ",M1B2S5,43.803,-79.2055,Detached,2021-10-27,house,No Data,"$2,747 /yr",1100,1500,1300.0
45 Windy Golfway,899000,3.0,2.0,1400-1599 ,https://www.zolo.ca/toronto-real-estate/45-windy-golfway,"45 Windy Golfway Gfwy, Toronto M",3C 3A6,43.7174,-79.3251,Townhouse,2021-10-27,house,No Data,"$2,365 /yr",1400,1599,1499.5
5308 - 1 Bloor Street East,899000,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/1-bloor-street-east/5308,"1 Bloor street, Toronto ",M4W1A9,43.6702,-79.3862,Condo,2021-10-27,Apt,No Data,"$5,285 /yr",800,899,849.5
2207 - 50 Wellesley Street East,860000,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/50-wellesley-street-east/2207,"50 Wellesley street, Toronto ",M4Y1G2,43.6656,-79.3825,Condo,2021-10-27,Apt,No Data,"$2,596 /yr",500,599,549.5
2923 - 165 Legion Road,549000,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/165-legion-road/2923,"165 Legion road, Toronto ",M8V0A7,43.6243,-79.4884,Condo,2021-10-27,Apt,No Data,"$1,259 /yr",500,599,549.5
4402 - 1 King Street West,488888,0.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/1-king-street-west/4402,"1 King street, Toronto ",M5H1A1,43.6489,-79.3781,Comm Element Condo,2021-10-27,Apt,No Data,"$1,980 /yr",500,599,549.5
38 Huntsmoor Road,1088000,4.0,4.0,2000-2500 ,https://www.zolo.ca/toronto-real-estate/38-huntsmoor-road,"38 Huntsmoor road, Toronto ",M9W3R5,43.7156,-79.547,Detached,2021-10-27,detached,No Data,"$4,039 /yr",2000,2500,2250.0
